dataset,system_id,system_formula_label,family_1,family_2,family_pair,data_points
Ternary,fallback:c59c94f20e561d88 || smiles:CC#N || smiles:O,C10H19ClN2 / C2H3N / H2O,unresolved,water,unresolved + water,45
Ternary,fallback:9b63a65c238214cc || smiles:CC(C)O || smiles:O,C8H14N2O2 / C3H8O / H2O,alcohol,unresolved,alcohol + unresolved,44
Ternary,fallback:9b63a65c238214cc || smiles:CC(C)O || smiles:O,C8H14N2O2 / C3H8O / H2O,alcohol,water,alcohol + water,44
Ternary,fallback:9b63a65c238214cc || smiles:CC(C)O || smiles:O,C8H14N2O2 / C3H8O / H2O,unresolved,water,unresolved + water,44
Ternary,fallback:9d9dd3751b800f25 || smiles:CCC(C)=O || smiles:CCO,C10H21N2O4P / C4H8O / C2H6O,alcohol,ketone,alcohol + ketone,44
Ternary,fallback:9d9dd3751b800f25 || smiles:CCC(C)=O || smiles:CCO,C10H21N2O4P / C4H8O / C2H6O,alcohol,unresolved,alcohol + unresolved,44
Ternary,fallback:9d9dd3751b800f25 || smiles:CCC(C)=O || smiles:CCO,C10H21N2O4P / C4H8O / C2H6O,ketone,unresolved,ketone + unresolved,44
Ternary,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,C4H11NO3 / C3H6O / CH4O,alcohol,ketone,alcohol + ketone,44
Ternary,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,C4H11NO3 / C3H6O / CH4O,alcohol,unresolved,alcohol + unresolved,44
Ternary,fallback:b25e63c8696e8bf8 || smiles:CC(C)=O || smiles:CO,C4H11NO3 / C3H6O / CH4O,ketone,unresolved,ketone + unresolved,44
Ternary,smiles:CCO || smiles:CCOC(=O)OCC || smiles:O,C2H6O / C5H10O3 / H2O,alcohol,ester,alcohol + ester,44
Ternary,smiles:CCO || smiles:CCOC(=O)OCC || smiles:O,C2H6O / C5H10O3 / H2O,alcohol,water,alcohol + water,44
Ternary,smiles:CCO || smiles:CCOC(=O)OCC || smiles:O,C2H6O / C5H10O3 / H2O,ester,water,ester + water,44
Ternary,smiles:FC(F)C(F)(F)F || smiles:FCC(F)(F)F || smiles:FCF,C2HF5 / C2H2F4 / CH2F2,halogenated,halogenated,halogenated + halogenated,44
Ternary,fallback:9d9dd3751b800f25 || smiles:CC#N || smiles:CCO,C10H21N2O4P / C2H3N / C2H6O,alcohol,other,alcohol + other,43
Ternary,fallback:9d9dd3751b800f25 || smiles:CC#N || smiles:CCO,C10H21N2O4P / C2H3N / C2H6O,alcohol,unresolved,alcohol + unresolved,43
Ternary,fallback:9d9dd3751b800f25 || smiles:CC#N || smiles:CCO,C10H21N2O4P / C2H3N / C2H6O,other,unresolved,other + unresolved,43
Ternary,fallback:d4cc18a1c3d5b401 || smiles:CC#N || smiles:CCO,C16H33N2O4P / C2H3N / C2H6O,alcohol,other,alcohol + other,43
Ternary,fallback:d4cc18a1c3d5b401 || smiles:CC#N || smiles:CCO,C16H33N2O4P / C2H3N / C2H6O,alcohol,unresolved,alcohol + unresolved,43
Ternary,fallback:d4cc18a1c3d5b401 || smiles:CC#N || smiles:CCO,C16H33N2O4P / C2H3N / C2H6O,other,unresolved,other + unresolved,43
Ternary,fallback:dac3f6dfac965522 || smiles:CC(C)O || smiles:O,ClNa / C3H8O / H2O,alcohol,unresolved,alcohol + unresolved,43
Ternary,fallback:dac3f6dfac965522 || smiles:CC(C)O || smiles:O,ClNa / C3H8O / H2O,alcohol,water,alcohol + water,43
Ternary,fallback:dac3f6dfac965522 || smiles:CC(C)O || smiles:O,ClNa / C3H8O / H2O,unresolved,water,unresolved + water,43
Ternary,smiles:C1CCCCC1 || smiles:CC(C)=O || smiles:CC(C)OC(C)C,C6H12 / C3H6O / C6H14O,ether,hydrocarbon,ether + hydrocarbon,43
Ternary,smiles:C1CCCCC1 || smiles:CC(C)=O || smiles:CC(C)OC(C)C,C6H12 / C3H6O / C6H14O,ether,ketone,ether + ketone,43
Ternary,smiles:C1CCCCC1 || smiles:CC(C)=O || smiles:CC(C)OC(C)C,C6H12 / C3H6O / C6H14O,hydrocarbon,ketone,hydrocarbon + ketone,43
Ternary,fallback:234c6d4b0f0098c9 || smiles:CCC(C)=O || smiles:CCO,C12H25N2O4P / C4H8O / C2H6O,alcohol,ketone,alcohol + ketone,42
Ternary,fallback:234c6d4b0f0098c9 || smiles:CCC(C)=O || smiles:CCO,C12H25N2O4P / C4H8O / C2H6O,alcohol,unresolved,alcohol + unresolved,42
Ternary,fallback:234c6d4b0f0098c9 || smiles:CCC(C)=O || smiles:CCO,C12H25N2O4P / C4H8O / C2H6O,ketone,unresolved,ketone + unresolved,42
Ternary,fallback:6c50d69f00cb369a || smiles:CC(C)O || smiles:CCOC(C)=O,C8H15BF4N2 / C3H8O / C4H8O2,alcohol,ester,alcohol + ester,42
Ternary,fallback:6c50d69f00cb369a || smiles:CC(C)O || smiles:CCOC(C)=O,C8H15BF4N2 / C3H8O / C4H8O2,alcohol,unresolved,alcohol + unresolved,42
Ternary,fallback:6c50d69f00cb369a || smiles:CC(C)O || smiles:CCOC(C)=O,C8H15BF4N2 / C3H8O / C4H8O2,ester,unresolved,ester + unresolved,42
Ternary,fallback:f7fca512921887a7 || smiles:CC#N || smiles:CCO,C7H15N2O4P / C2H3N / C2H6O,alcohol,other,alcohol + other,42
Ternary,fallback:f7fca512921887a7 || smiles:CC#N || smiles:CCO,C7H15N2O4P / C2H3N / C2H6O,alcohol,unresolved,alcohol + unresolved,42
Ternary,fallback:f7fca512921887a7 || smiles:CC#N || smiles:CCO,C7H15N2O4P / C2H3N / C2H6O,other,unresolved,other + unresolved,42
Ternary,smiles:C1=CCCCC1 || smiles:C1CCCCC1 || smiles:C1COCCN1,C6H10 / C6H12 / C4H9NO,amine,hydrocarbon,amine + hydrocarbon,42
Ternary,smiles:C1=CCCCC1 || smiles:C1CCCCC1 || smiles:C1COCCN1,C6H10 / C6H12 / C4H9NO,hydrocarbon,hydrocarbon,hydrocarbon + hydrocarbon,42
Ternary,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CCCCCCO,C6H12O2 / C4H10O / C6H14O,alcohol,alcohol,alcohol + alcohol,42
Ternary,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CCCCCCO,C6H12O2 / C4H10O / C6H14O,alcohol,ester,alcohol + ester,42
Ternary,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CCCCOC(=O)CC,C6H12O2 / C4H10O / C7H14O2,alcohol,ester,alcohol + ester,42
Ternary,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CCCCOC(=O)CC,C6H12O2 / C4H10O / C7H14O2,ester,ester,ester + ester,42
Ternary,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CN(C)C=O,C6H12O2 / C4H10O / C3H7NO,alcohol,amide,alcohol + amide,42
Ternary,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CN(C)C=O,C6H12O2 / C4H10O / C3H7NO,alcohol,ester,alcohol + ester,42
Ternary,smiles:CC(=O)OCC(C)C || smiles:CC(C)CO || smiles:CN(C)C=O,C6H12O2 / C4H10O / C3H7NO,amide,ester,amide + ester,42
Ternary,smiles:CCCCCO || smiles:CCCO || smiles:CCCOCCC,C5H12O / C3H8O / C6H14O,alcohol,alcohol,alcohol + alcohol,41
Ternary,smiles:CCCCCO || smiles:CCCO || smiles:CCCOCCC,C5H12O / C3H8O / C6H14O,alcohol,ether,alcohol + ether,41
Ternary,smiles:CCCO || smiles:CCCOCCC || smiles:CCOCCO,C3H8O / C6H14O / C4H10O2,alcohol,alcohol,alcohol + alcohol,41
Ternary,smiles:CCCO || smiles:CCCOCCC || smiles:CCOCCO,C3H8O / C6H14O / C4H10O2,alcohol,ether,alcohol + ether,41
Ternary,fallback:5b8ad43214fe2db4 || smiles:CC(C)O || smiles:CCOC(C)=O,C8H15BrN2 / C3H8O / C4H8O2,alcohol,ester,alcohol + ester,40
Ternary,fallback:5b8ad43214fe2db4 || smiles:CC(C)O || smiles:CCOC(C)=O,C8H15BrN2 / C3H8O / C4H8O2,alcohol,unresolved,alcohol + unresolved,40
Ternary,fallback:5b8ad43214fe2db4 || smiles:CC(C)O || smiles:CCOC(C)=O,C8H15BrN2 / C3H8O / C4H8O2,ester,unresolved,ester + unresolved,40
Ternary,fallback:d4cc18a1c3d5b401 || smiles:CCC(C)=O || smiles:CCO,C16H33N2O4P / C4H8O / C2H6O,alcohol,ketone,alcohol + ketone,40
Ternary,fallback:d4cc18a1c3d5b401 || smiles:CCC(C)=O || smiles:CCO,C16H33N2O4P / C4H8O / C2H6O,alcohol,unresolved,alcohol + unresolved,40
Ternary,fallback:d4cc18a1c3d5b401 || smiles:CCC(C)=O || smiles:CCO,C16H33N2O4P / C4H8O / C2H6O,ketone,unresolved,ketone + unresolved,40
Ternary,fallback:fbbde86d2d698521 || smiles:CC(C)O || smiles:CCOC(C)=O,C10H18N2O2 / C3H8O / C4H8O2,alcohol,ester,alcohol + ester,39
Ternary,fallback:fbbde86d2d698521 || smiles:CC(C)O || smiles:CCOC(C)=O,C10H18N2O2 / C3H8O / C4H8O2,alcohol,unresolved,alcohol + unresolved,39
Ternary,fallback:fbbde86d2d698521 || smiles:CC(C)O || smiles:CCOC(C)=O,C10H18N2O2 / C3H8O / C4H8O2,ester,unresolved,ester + unresolved,39
Ternary,smiles:CCO || smiles:O || smiles:OCCCO,C2H6O / H2O / C3H8O2,alcohol,alcohol,alcohol + alcohol,39
Ternary,smiles:CCO || smiles:O || smiles:OCCCO,C2H6O / H2O / C3H8O2,alcohol,water,alcohol + water,39
Ternary,smiles:CCO || smiles:O || smiles:OCCO,C2H6O / H2O / C2H6O2,alcohol,alcohol,alcohol + alcohol,38
Ternary,smiles:CCO || smiles:O || smiles:OCCO,C2H6O / H2O / C2H6O2,alcohol,water,alcohol + water,38
Ternary,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,C2H8ClNO / C3H6O / CH4O,alcohol,ketone,alcohol + ketone,37
Ternary,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,C2H8ClNO / C3H6O / CH4O,alcohol,unresolved,alcohol + unresolved,37
Ternary,fallback:2ae13e16f8903d30 || smiles:CC(C)=O || smiles:CO,C2H8ClNO / C3H6O / CH4O,ketone,unresolved,ketone + unresolved,37
Ternary,smiles:C1CCOCC1 || smiles:CCCCCC || smiles:CCO,C5H10O / C6H14 / C2H6O,alcohol,ether,alcohol + ether,37
Ternary,smiles:C1CCOCC1 || smiles:CCCCCC || smiles:CCO,C5H10O / C6H14 / C2H6O,alcohol,hydrocarbon,alcohol + hydrocarbon,37
Ternary,smiles:C1CCOCC1 || smiles:CCCCCC || smiles:CCO,C5H10O / C6H14 / C2H6O,ether,hydrocarbon,ether + hydrocarbon,37
Ternary,fallback:0a3ea5943f1d539f || smiles:CCO || smiles:O,C3H8O3 / C2H6O / H2O,alcohol,unresolved,alcohol + unresolved,36
Ternary,fallback:0a3ea5943f1d539f || smiles:CCO || smiles:O,C3H8O3 / C2H6O / H2O,alcohol,water,alcohol + water,36
Ternary,fallback:0a3ea5943f1d539f || smiles:CCO || smiles:O,C3H8O3 / C2H6O / H2O,unresolved,water,unresolved + water,36
Ternary,fallback:ab7dbdbf034d3efb || smiles:CC#N || smiles:CO,C8H15ClN2 / C2H3N / CH4O,alcohol,other,alcohol + other,36
Ternary,fallback:ab7dbdbf034d3efb || smiles:CC#N || smiles:CO,C8H15ClN2 / C2H3N / CH4O,alcohol,unresolved,alcohol + unresolved,36
Ternary,fallback:ab7dbdbf034d3efb || smiles:CC#N || smiles:CO,C8H15ClN2 / C2H3N / CH4O,other,unresolved,other + unresolved,36
Ternary,fallback:d4cc18a1c3d5b401 || smiles:CC(=O)O || smiles:O,C16H33N2O4P / C2H4O2 / H2O,acid,unresolved,acid + unresolved,36
Ternary,fallback:d4cc18a1c3d5b401 || smiles:CC(=O)O || smiles:O,C16H33N2O4P / C2H4O2 / H2O,acid,water,acid + water,36
Ternary,fallback:d4cc18a1c3d5b401 || smiles:CC(=O)O || smiles:O,C16H33N2O4P / C2H4O2 / H2O,unresolved,water,unresolved + water,36
Ternary,fallback:fbbde86d2d698521 || smiles:CC#N || smiles:CO,C10H18N2O2 / C2H3N / CH4O,alcohol,other,alcohol + other,36
Ternary,fallback:fbbde86d2d698521 || smiles:CC#N || smiles:CO,C10H18N2O2 / C2H3N / CH4O,alcohol,unresolved,alcohol + unresolved,36
Ternary,fallback:fbbde86d2d698521 || smiles:CC#N || smiles:CO,C10H18N2O2 / C2H3N / CH4O,other,unresolved,other + unresolved,36
Ternary,smiles:CCCOC(C)=O || smiles:CCOC(C)=O || smiles:CS(C)=O,C5H10O2 / C4H8O2 / C2H6OS,ester,ester,ester + ester,36
Ternary,smiles:CCCOC(C)=O || smiles:CCOC(C)=O || smiles:CS(C)=O,C5H10O2 / C4H8O2 / C2H6OS,ester,sulfur-containing,ester + sulfur-containing,36
Ternary,smiles:CCCO || smiles:O=C=O || smiles:c1ccsc1,C3H8O / CO2 / C4H4S,alcohol,other,alcohol + other,35
Ternary,smiles:CCCO || smiles:O=C=O || smiles:c1ccsc1,C3H8O / CO2 / C4H4S,alcohol,sulfur-containing,alcohol + sulfur-containing,35
Ternary,smiles:CCCO || smiles:O=C=O || smiles:c1ccsc1,C3H8O / CO2 / C4H4S,other,sulfur-containing,other + sulfur-containing,35
Ternary,fallback:4f66b328294879e4 || smiles:CO || smiles:COC(C)=O,C14H23F6N3O4S2 / CH4O / C3H6O2,alcohol,ester,alcohol + ester,33
Ternary,fallback:4f66b328294879e4 || smiles:CO || smiles:COC(C)=O,C14H23F6N3O4S2 / CH4O / C3H6O2,alcohol,unresolved,alcohol + unresolved,33
Ternary,fallback:4f66b328294879e4 || smiles:CO || smiles:COC(C)=O,C14H23F6N3O4S2 / CH4O / C3H6O2,ester,unresolved,ester + unresolved,33
Ternary,fallback:62ea847887224036 || smiles:CO || smiles:COC(C)=O,C15H25F6N3O4S2 / CH4O / C3H6O2,alcohol,ester,alcohol + ester,33
Ternary,fallback:62ea847887224036 || smiles:CO || smiles:COC(C)=O,C15H25F6N3O4S2 / CH4O / C3H6O2,alcohol,unresolved,alcohol + unresolved,33
Ternary,fallback:62ea847887224036 || smiles:CO || smiles:COC(C)=O,C15H25F6N3O4S2 / CH4O / C3H6O2,ester,unresolved,ester + unresolved,33
Ternary,fallback:efc4790aa0612d13 || smiles:CCC(=O)OC || smiles:CO,C10H15F6N3O4S2 / C4H8O2 / CH4O,alcohol,ester,alcohol + ester,33
Ternary,fallback:efc4790aa0612d13 || smiles:CCC(=O)OC || smiles:CO,C10H15F6N3O4S2 / C4H8O2 / CH4O,alcohol,unresolved,alcohol + unresolved,33
Ternary,fallback:efc4790aa0612d13 || smiles:CCC(=O)OC || smiles:CO,C10H15F6N3O4S2 / C4H8O2 / CH4O,ester,unresolved,ester + unresolved,33
Ternary,fallback:f8eb462bdbd19d00 || smiles:CC#N || smiles:CCOC(C)=O,C8H11F6N3O4S2 / C2H3N / C4H8O2,ester,other,ester + other,33
Ternary,fallback:f8eb462bdbd19d00 || smiles:CC#N || smiles:CCOC(C)=O,C8H11F6N3O4S2 / C2H3N / C4H8O2,ester,unresolved,ester + unresolved,33
Ternary,fallback:f8eb462bdbd19d00 || smiles:CC#N || smiles:CCOC(C)=O,C8H11F6N3O4S2 / C2H3N / C4H8O2,other,unresolved,other + unresolved,33
Ternary,fallback:798af18edd056b45 || smiles:CC#N || smiles:CCOC(C)=O,C12H19F6N3O4S2 / C2H3N / C4H8O2,ester,other,ester + other,32
Ternary,fallback:798af18edd056b45 || smiles:CC#N || smiles:CCOC(C)=O,C12H19F6N3O4S2 / C2H3N / C4H8O2,ester,unresolved,ester + unresolved,32
Ternary,fallback:798af18edd056b45 || smiles:CC#N || smiles:CCOC(C)=O,C12H19F6N3O4S2 / C2H3N / C4H8O2,other,unresolved,other + unresolved,32
Ternary,fallback:d95b315545052123 || smiles:CC(C)(C)O || smiles:O,C4H11NO3 / C4H10O / H2O,alcohol,unresolved,alcohol + unresolved,32
Ternary,fallback:d95b315545052123 || smiles:CC(C)(C)O || smiles:O,C4H11NO3 / C4H10O / H2O,alcohol,water,alcohol + water,32
Ternary,fallback:d95b315545052123 || smiles:CC(C)(C)O || smiles:O,C4H11NO3 / C4H10O / H2O,unresolved,water,unresolved + water,32
Ternary,fallback:ab7dbdbf034d3efb || smiles:CC#N || smiles:O,C8H15ClN2 / C2H3N / H2O,other,unresolved,other + unresolved,31
Ternary,fallback:ab7dbdbf034d3efb || smiles:CC#N || smiles:O,C8H15ClN2 / C2H3N / H2O,other,water,other + water,31
Ternary,fallback:ab7dbdbf034d3efb || smiles:CC#N || smiles:O,C8H15ClN2 / C2H3N / H2O,unresolved,water,unresolved + water,31
Ternary,smiles:O=C=O || smiles:O=O || smiles:O=S=O,CO2 / O2 / O2S,other,other,other + other,31
Ternary,smiles:O=C=O || smiles:O=O || smiles:O=S=O,CO2 / O2 / O2S,other,sulfur-containing,other + sulfur-containing,31
Ternary,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,C6H11BF4N2 / C2H3N / C3H8O,alcohol,other,alcohol + other,30
Ternary,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,C6H11BF4N2 / C2H3N / C3H8O,alcohol,unresolved,alcohol + unresolved,30
Ternary,fallback:55966609dcc48188 || smiles:CC#N || smiles:CC(C)O,C6H11BF4N2 / C2H3N / C3H8O,other,unresolved,other + unresolved,30
Ternary,fallback:55966609dcc48188 || smiles:CC#N || smiles:CO,C6H11BF4N2 / C2H3N / CH4O,alcohol,other,alcohol + other,30
Ternary,fallback:55966609dcc48188 || smiles:CC#N || smiles:CO,C6H11BF4N2 / C2H3N / CH4O,alcohol,unresolved,alcohol + unresolved,30
Ternary,fallback:55966609dcc48188 || smiles:CC#N || smiles:CO,C6H11BF4N2 / C2H3N / CH4O,other,unresolved,other + unresolved,30
Ternary,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,C8H15BF4N2 / C2H3N / C3H8O,alcohol,other,alcohol + other,30
Ternary,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,C8H15BF4N2 / C2H3N / C3H8O,alcohol,unresolved,alcohol + unresolved,30
Ternary,fallback:6c50d69f00cb369a || smiles:CC#N || smiles:CC(C)O,C8H15BF4N2 / C2H3N / C3H8O,other,unresolved,other + unresolved,30
Ternary,fallback:798af18edd056b45 || smiles:CCO || smiles:COC(=O)OC,C12H19F6N3O4S2 / C2H6O / C3H6O3,alcohol,ester,alcohol + ester,30
Ternary,fallback:798af18edd056b45 || smiles:CCO || smiles:COC(=O)OC,C12H19F6N3O4S2 / C2H6O / C3H6O3,alcohol,unresolved,alcohol + unresolved,30
Ternary,fallback:798af18edd056b45 || smiles:CCO || smiles:COC(=O)OC,C12H19F6N3O4S2 / C2H6O / C3H6O3,ester,unresolved,ester + unresolved,30
Ternary,fallback:c602ac1290f3b380 || smiles:CC#N || smiles:CO,C12H23BF4N2 / C2H3N / CH4O,alcohol,other,alcohol + other,30
Ternary,fallback:c602ac1290f3b380 || smiles:CC#N || smiles:CO,C12H23BF4N2 / C2H3N / CH4O,alcohol,unresolved,alcohol + unresolved,30
Ternary,fallback:c602ac1290f3b380 || smiles:CC#N || smiles:CO,C12H23BF4N2 / C2H3N / CH4O,other,unresolved,other + unresolved,30
Ternary,fallback:efc4790aa0612d13 || smiles:CCO || smiles:COC(=O)OC,C10H15F6N3O4S2 / C2H6O / C3H6O3,alcohol,ester,alcohol + ester,30
Ternary,fallback:efc4790aa0612d13 || smiles:CCO || smiles:COC(=O)OC,C10H15F6N3O4S2 / C2H6O / C3H6O3,alcohol,unresolved,alcohol + unresolved,30
Ternary,fallback:efc4790aa0612d13 || smiles:CCO || smiles:COC(=O)OC,C10H15F6N3O4S2 / C2H6O / C3H6O3,ester,unresolved,ester + unresolved,30
Ternary,fallback:f7fca512921887a7 || smiles:CC(C)O || smiles:ClC(Cl)Cl,C7H15N2O4P / C3H8O / CHCl3,alcohol,halogenated,alcohol + halogenated,30
Ternary,fallback:f7fca512921887a7 || smiles:CC(C)O || smiles:ClC(Cl)Cl,C7H15N2O4P / C3H8O / CHCl3,alcohol,unresolved,alcohol + unresolved,30
Ternary,fallback:f7fca512921887a7 || smiles:CC(C)O || smiles:ClC(Cl)Cl,C7H15N2O4P / C3H8O / CHCl3,halogenated,unresolved,halogenated + unresolved,30
Ternary,fallback:d95b315545052123 || smiles:CCCO || smiles:O,C4H11NO3 / C3H8O / H2O,alcohol,unresolved,alcohol + unresolved,28
Ternary,fallback:d95b315545052123 || smiles:CCCO || smiles:O,C4H11NO3 / C3H8O / H2O,alcohol,water,alcohol + water,28
Ternary,fallback:d95b315545052123 || smiles:CCCO || smiles:O,C4H11NO3 / C3H8O / H2O,unresolved,water,unresolved + water,28
Ternary,fallback:798af18edd056b45 || smiles:CO || smiles:COC(=O)OC,C12H19F6N3O4S2 / CH4O / C3H6O3,alcohol,ester,alcohol + ester,27
Ternary,fallback:798af18edd056b45 || smiles:CO || smiles:COC(=O)OC,C12H19F6N3O4S2 / CH4O / C3H6O3,alcohol,unresolved,alcohol + unresolved,27
Ternary,fallback:798af18edd056b45 || smiles:CO || smiles:COC(=O)OC,C12H19F6N3O4S2 / CH4O / C3H6O3,ester,unresolved,ester + unresolved,27
Ternary,fallback:efc4790aa0612d13 || smiles:CO || smiles:COC(=O)OC,C10H15F6N3O4S2 / CH4O / C3H6O3,alcohol,ester,alcohol + ester,27
Ternary,fallback:efc4790aa0612d13 || smiles:CO || smiles:COC(=O)OC,C10H15F6N3O4S2 / CH4O / C3H6O3,alcohol,unresolved,alcohol + unresolved,27
Ternary,fallback:efc4790aa0612d13 || smiles:CO || smiles:COC(=O)OC,C10H15F6N3O4S2 / CH4O / C3H6O3,ester,unresolved,ester + unresolved,27
Ternary,fallback:2435468cddae75fa || smiles:CC1=CCC2C(C1)C2(C)C || smiles:Cc1ccc(C(C)C)cc1,C15H24 / C10H16 / C10H14,aromatic,hydrocarbon,aromatic + hydrocarbon,25
Ternary,fallback:2435468cddae75fa || smiles:CC1=CCC2C(C1)C2(C)C || smiles:Cc1ccc(C(C)C)cc1,C15H24 / C10H16 / C10H14,aromatic,unresolved,aromatic + unresolved,25
Ternary,fallback:2435468cddae75fa || smiles:CC1=CCC2C(C1)C2(C)C || smiles:Cc1ccc(C(C)C)cc1,C15H24 / C10H16 / C10H14,hydrocarbon,unresolved,hydrocarbon + unresolved,25
Ternary,fallback:d95b315545052123 || smiles:CC(C)O || smiles:O,C4H11NO3 / C3H8O / H2O,alcohol,unresolved,alcohol + unresolved,25
Ternary,fallback:d95b315545052123 || smiles:CC(C)O || smiles:O,C4H11NO3 / C3H8O / H2O,alcohol,water,alcohol + water,25
Ternary,fallback:d95b315545052123 || smiles:CC(C)O || smiles:O,C4H11NO3 / C3H8O / H2O,unresolved,water,unresolved + water,25
Ternary,fallback:edcf3a858853717f || smiles:CC(=O)O || smiles:O,C6H12O6 / C2H4O2 / H2O,acid,unresolved,acid + unresolved,25
Ternary,fallback:edcf3a858853717f || smiles:CC(=O)O || smiles:O,C6H12O6 / C2H4O2 / H2O,acid,water,acid + water,25
Ternary,fallback:edcf3a858853717f || smiles:CC(=O)O || smiles:O,C6H12O6 / C2H4O2 / H2O,unresolved,water,unresolved + water,25
Ternary,fallback:fbbde86d2d698521 || smiles:O=C=O || smiles:S,C10H18N2O2 / CO2 / H2S,other,sulfur-containing,other + sulfur-containing,24
Ternary,fallback:fbbde86d2d698521 || smiles:O=C=O || smiles:S,C10H18N2O2 / CO2 / H2S,other,unresolved,other + unresolved,24
Ternary,fallback:fbbde86d2d698521 || smiles:O=C=O || smiles:S,C10H18N2O2 / CO2 / H2S,sulfur-containing,unresolved,sulfur-containing + unresolved,24
Ternary,smiles:CC1CCCCC1 || smiles:NC1CCCCC1 || smiles:O,C7H14 / C6H13N / H2O,amine,hydrocarbon,amine + hydrocarbon,24
Ternary,smiles:CC1CCCCC1 || smiles:NC1CCCCC1 || smiles:O,C7H14 / C6H13N / H2O,amine,water,amine + water,24
Ternary,smiles:CC1CCCCC1 || smiles:NC1CCCCC1 || smiles:O,C7H14 / C6H13N / H2O,hydrocarbon,water,hydrocarbon + water,24
Ternary,smiles:CO || smiles:COCOC || smiles:OCCO,CH4O / C3H8O2 / C2H6O2,alcohol,alcohol,alcohol + alcohol,24
Ternary,smiles:CO || smiles:COCOC || smiles:OCCO,CH4O / C3H8O2 / C2H6O2,alcohol,ether,alcohol + ether,24
Ternary,fallback:09c8c05801be25b4 || smiles:CC(C)=O || smiles:CO,C7H14N2O4S / C3H6O / CH4O,alcohol,ketone,alcohol + ketone,22
Ternary,fallback:09c8c05801be25b4 || smiles:CC(C)=O || smiles:CO,C7H14N2O4S / C3H6O / CH4O,alcohol,unresolved,alcohol + unresolved,22
Ternary,fallback:09c8c05801be25b4 || smiles:CC(C)=O || smiles:CO,C7H14N2O4S / C3H6O / CH4O,ketone,unresolved,ketone + unresolved,22
Ternary,fallback:18b39535a92cfa87 || smiles:CC(=O)O || smiles:O,C5H10O5 / C2H4O2 / H2O,acid,unresolved,acid + unresolved,22
Ternary,fallback:18b39535a92cfa87 || smiles:CC(=O)O || smiles:O,C5H10O5 / C2H4O2 / H2O,acid,water,acid + water,22
Ternary,fallback:18b39535a92cfa87 || smiles:CC(=O)O || smiles:O,C5H10O5 / C2H4O2 / H2O,unresolved,water,unresolved + water,22
Ternary,smiles:CC1CCCCC1 || smiles:NC1CCCCC1 || smiles:Nc1ccccc1,C7H14 / C6H13N / C6H7N,amine,amine,amine + amine,21
Ternary,smiles:CC1CCCCC1 || smiles:NC1CCCCC1 || smiles:Nc1ccccc1,C7H14 / C6H13N / C6H7N,amine,hydrocarbon,amine + hydrocarbon,21
Ternary,smiles:CN1CCCC1=O || smiles:c1ccccc1 || smiles:c1ccsc1,C5H9NO / C6H6 / C4H4S,amide,aromatic,amide + aromatic,21
Ternary,smiles:CN1CCCC1=O || smiles:c1ccccc1 || smiles:c1ccsc1,C5H9NO / C6H6 / C4H4S,amide,sulfur-containing,amide + sulfur-containing,21
Ternary,smiles:CN1CCCC1=O || smiles:c1ccccc1 || smiles:c1ccsc1,C5H9NO / C6H6 / C4H4S,aromatic,sulfur-containing,aromatic + sulfur-containing,21
Ternary,fallback:f35cdcca756bacdc || smiles:CC#N || smiles:O,C7H11ClN2 / C2H3N / H2O,other,unresolved,other + unresolved,20
Ternary,fallback:f35cdcca756bacdc || smiles:CC#N || smiles:O,C7H11ClN2 / C2H3N / H2O,other,water,other + water,20
Ternary,fallback:f35cdcca756bacdc || smiles:CC#N || smiles:O,C7H11ClN2 / C2H3N / H2O,unresolved,water,unresolved + water,20
Ternary,smiles:C1CCCCC1 || smiles:Nc1ccccc1 || smiles:O,C6H12 / C6H7N / H2O,amine,hydrocarbon,amine + hydrocarbon,20
Ternary,smiles:C1CCCCC1 || smiles:Nc1ccccc1 || smiles:O,C6H12 / C6H7N / H2O,amine,water,amine + water,20
Ternary,smiles:C1CCCCC1 || smiles:Nc1ccccc1 || smiles:O,C6H12 / C6H7N / H2O,hydrocarbon,water,hydrocarbon + water,20
Ternary,smiles:CC(=O)O || smiles:CCC(C)=O || smiles:O,C2H4O2 / C4H8O / H2O,acid,ketone,acid + ketone,20
Ternary,smiles:CC(=O)O || smiles:CCC(C)=O || smiles:O,C2H4O2 / C4H8O / H2O,acid,water,acid + water,20
