component_id,canonical_smiles,inchikey,representative_original_name,representative_formula,representative_raw_smiles,dataset_membership,record_occurrences,binary_record_occurrences,ternary_record_occurrences,unique_systems,identity_methods,has_parseable_smiles,raw_missing_smiles_occurrences,raw_smiles_parse_failures,name_variants,formula_variants
smiles:COC(C)(C)C,COC(C)(C)C,BZLVMXJERCGZMT-UHFFFAOYSA-N,2-甲氧基-2-甲基丙烷,C5H12O,CC(C)(C)OC,Shared,163,111,52,5,canonical_smiles,True,0,0,1,1
smiles:COC(C)=O,COC(C)=O,KXKVLQRXCPHEJC-UHFFFAOYSA-N,乙酸甲酯,C3H6O2,CC(=O)OC,Shared,184,102,82,9,canonical_smiles,True,0,0,1,1
smiles:COC=O,COC=O,TZIHFWKZFHZASV-UHFFFAOYSA-N,甲酸甲酯,C2H4O2,COC=O,Binary only,154,154,0,6,canonical_smiles,True,0,0,1,1
smiles:COCC(C)O,COCC(C)O,ARXJGSRGQADJSQ-UHFFFAOYSA-N,1-甲氧基-2-丙醇,C4H10O2,CC(COC)O,Binary only,121,121,0,3,canonical_smiles,True,0,0,1,1
smiles:COCC(C)OC(C)=O,COCC(C)OC(C)=O,LLHKCFNBLRBOGN-UHFFFAOYSA-N,1-甲氧基-2-丙醇乙酸酯,C6H12O3,CC(COC)OC(=O)C,Binary only,56,56,0,1,canonical_smiles,True,0,0,1,1
smiles:COCCO,COCCO,XNWFRZJHXBZDAG-UHFFFAOYSA-N,2-甲氧基乙醇,C3H8O2,COCCO,Shared,233,215,18,10,canonical_smiles,True,0,0,1,1
smiles:COCCOC,COCCOC,XTHFKEDIFFGKHM-UHFFFAOYSA-N,"1,2-二甲氧基乙烷",C4H10O2,COCCOC,Binary only,32,32,0,1,canonical_smiles,True,0,0,1,1
smiles:COCOC,COCOC,NKDDWNXOKDWJAK-UHFFFAOYSA-N,二甲氧基甲烷,C3H8O2,COCOC,Shared,65,41,24,4,canonical_smiles,True,0,0,1,1
smiles:COCOCC(C)C,COCOCC(C)C,FFXUOVPOFHKUKL-UHFFFAOYSA-N,1-(甲氧基甲氧基)-2-甲基丙烷,C6H14O2,CC(C)COCOC,Binary only,47,47,0,2,canonical_smiles,True,0,0,1,1
smiles:COCOCOC,COCOCOC,NSPJNIDYTSSIIY-UHFFFAOYSA-N,"2,4,6-三氧杂庚烷",C4H10O3,COCOCOC,Binary only,27,27,0,1,canonical_smiles,True,0,0,1,1
smiles:COCOCOCOC,COCOCOCOC,NYENPQBYHWPGNG-UHFFFAOYSA-N,"2,4,6,8-四氧杂壬烷",C5H12O4,COCOCOCOC,Binary only,20,20,0,1,canonical_smiles,True,0,0,1,1
smiles:CON=C(C)C,CON=C(C)C,QMOLZSLXSAVSPU-UHFFFAOYSA-N,丙酮 O-甲基肟,C4H9NO,CC(=NOC)C,Binary only,29,29,0,1,canonical_smiles,True,0,0,1,1
smiles:COc1ccccc1,COc1ccccc1,RDOXTESZEPMUJZ-UHFFFAOYSA-N,苯甲醚,C7H8O,COC1=CC=CC=C1,Binary only,60,60,0,4,canonical_smiles,True,0,0,1,1
smiles:COc1ccccc1O,COc1ccccc1O,LHGVFZTZFXWLCP-UHFFFAOYSA-N,愈创木酚,C7H8O2,COC1=CC=CC=C1O,Binary only,30,30,0,2,canonical_smiles,True,0,0,1,1
smiles:CS(C)=O,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,二甲基亚砜,C2H6OS,CS(=O)C,Shared,335,235,100,17,canonical_smiles,True,0,0,1,1
smiles:CSC,CSC,QMMFVYPAHWMCMS-UHFFFAOYSA-N,2-硫杂丙烷,C2H6S,CSC,Binary only,93,93,0,4,canonical_smiles,True,0,0,1,1
smiles:CSSC,CSSC,WQOXQRCZOLPYPM-UHFFFAOYSA-N,"2,3-二硫杂丁烷",C2H6S2,CSSC,Binary only,36,36,0,3,canonical_smiles,True,0,0,1,1
smiles:C[N+](=O)[O-],C[N+](=O)[O-],LYGJENNIWJXYER-UHFFFAOYSA-N,硝基甲烷,CH3NO2,C[N+](=O)[O-],Binary only,87,87,0,2,canonical_smiles,True,0,0,1,1
smiles:Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,AUHZEENZYGFFBQ-UHFFFAOYSA-N,"1,3,5-三甲苯",C9H12,CC1=CC(=CC(=C1)C)C,Binary only,21,21,0,1,canonical_smiles,True,0,0,1,1
smiles:Cc1ccc(C(C)C)cc1,Cc1ccc(C(C)C)cc1,HFPZCAJZSCWRBC-UHFFFAOYSA-N,对异丙基甲苯,C10H14,CC1=CC=C(C=C1)C(C)C,Shared,160,80,80,6,canonical_smiles,True,0,0,1,1
smiles:Cc1ccc(C)c(C)c1,Cc1ccc(C)c(C)c1,GWHJZXXIDMPWGX-UHFFFAOYSA-N,"1,2,4-三甲苯",C9H12,CC1=CC(=C(C=C1)C)C,Binary only,111,111,0,6,canonical_smiles,True,0,0,1,1
smiles:Cc1ccc(C)cc1,Cc1ccc(C)cc1,URLKBWYHVLBVBO-UHFFFAOYSA-N,对二甲苯,C8H10,CC1=CC=C(C=C1)C,Shared,207,132,75,10,canonical_smiles,True,0,0,1,1
smiles:Cc1ccc(C)o1,Cc1ccc(C)o1,GSNUFIFRDBKVIE-UHFFFAOYSA-N,"2,5-二甲基呋喃",C6H8O,CC1=CC=C(O1)C,Binary only,58,58,0,1,canonical_smiles,True,0,0,1,1
smiles:Cc1ccc(C)s1,Cc1ccc(C)s1,GWQOOADXMVQEFT-UHFFFAOYSA-N,"2,5-二甲基噻吩",C6H8S,CC1=CC=C(S1)C,Binary only,17,17,0,1,canonical_smiles,True,0,0,1,1
smiles:Cc1ccc(O)cc1,Cc1ccc(O)cc1,IWDCLRJOBJJRNH-UHFFFAOYSA-N,对甲酚,C7H8O,CC1=CC=C(C=C1)O,Binary only,15,15,0,1,canonical_smiles,True,0,0,1,1
smiles:Cc1cccc(C)c1,Cc1cccc(C)c1,IVSZLXZYQVIEFR-UHFFFAOYSA-N,间二甲苯,C8H10,CC1=CC(=CC=C1)C,Binary only,58,58,0,4,canonical_smiles,True,0,0,1,1
smiles:Cc1cccc(C)c1O,Cc1cccc(C)c1O,NXXYKOUNUYWIHA-UHFFFAOYSA-N,"2,6-二甲酚",C8H10O,CC1=C(C(=CC=C1)C)O,Binary only,22,22,0,2,canonical_smiles,True,0,0,1,1
smiles:Cc1cccc(C)n1,Cc1cccc(C)n1,OISVCGZHLKNMSJ-UHFFFAOYSA-N,"2,6-二甲基吡啶",C7H9N,CC1=NC(=CC=C1)C,Binary only,48,48,0,1,canonical_smiles,True,0,0,1,1
smiles:Cc1cccc(O)c1,Cc1cccc(O)c1,RLSSMJSEOOYNOY-UHFFFAOYSA-N,间甲酚,C7H8O,CC1=CC(=CC=C1)O,Binary only,37,37,0,3,canonical_smiles,True,0,0,1,1
smiles:Cc1ccccc1,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,甲苯,C7H8,CC1=CC=CC=C1,Shared,609,510,99,22,canonical_smiles,True,0,0,1,1
smiles:Cc1ccccc1C,Cc1ccccc1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,邻二甲苯,C8H10,CC1=CC=CC=C1C,Binary only,130,130,0,8,canonical_smiles,True,0,0,1,1
smiles:Cc1ccccc1O,Cc1ccccc1O,QWVGKYWNOKOFNN-UHFFFAOYSA-N,邻甲酚,C7H8O,CC1=CC=CC=C1O,Binary only,22,22,0,2,canonical_smiles,True,0,0,1,1
smiles:Cc1ccco1,Cc1ccco1,VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-甲基呋喃,C5H6O,CC1=CC=CO1,Binary only,30,30,0,1,canonical_smiles,True,0,0,1,1
smiles:Cc1ccsc1,Cc1ccsc1,QENGPZGAWFQWCZ-UHFFFAOYSA-N,3-甲基噻吩,C5H6S,CC1=CSC=C1,Binary only,139,139,0,8,canonical_smiles,True,0,0,1,1
smiles:Cc1cncc(C)c1,Cc1cncc(C)c1,HWWYDZCSSYKIAD-UHFFFAOYSA-N,"3,5-二甲基吡啶",C7H9N,CC1=CC(=CN=C1)C,Binary only,56,56,0,1,canonical_smiles,True,0,0,1,1
smiles:Cc1cnccn1,Cc1cnccn1,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,2-甲基吡嗪,C5H6N2,CC1=NC=CN=C1,Binary only,199,199,0,3,canonical_smiles,True,0,0,1,1
smiles:ClC(Cl)(Cl)Br,ClC(Cl)(Cl)Br,XNNQFQFUQLJSQT-UHFFFAOYSA-N,三氯溴甲烷,CBrCl3,C(Cl)(Cl)(Cl)Br,Binary only,51,51,0,3,canonical_smiles,True,0,0,1,1
smiles:ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,QPFMBZIOSGYJDE-UHFFFAOYSA-N,"1,1,2,2-四氯乙烷",C2H2Cl4,C(C(Cl)Cl)(Cl)Cl,Binary only,102,102,0,3,canonical_smiles,True,0,0,1,1
smiles:ClC(Cl)Cl,ClC(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N,氯仿,CHCl3,C(Cl)(Cl)Cl,Shared,131,101,30,8,canonical_smiles,True,0,0,1,1
smiles:ClCBr,ClCBr,JPOXNPPZZKNXOV-UHFFFAOYSA-N,溴氯甲烷,CH2BrCl,C(Cl)Br,Binary only,52,52,0,3,canonical_smiles,True,0,0,1,1
smiles:ClCC1CO1,ClCC1CO1,BRLQWZUYTZBJKN-UHFFFAOYSA-N,"3-氯-1,2-环氧丙烷",C3H5ClO,C1C(O1)CCl,Binary only,79,79,0,2,canonical_smiles,True,0,0,1,1
smiles:ClCCBr,ClCCBr,IBYHHJPAARCAIE-UHFFFAOYSA-N,1-溴-2-氯乙烷,C2H4BrCl,C(CBr)Cl,Binary only,18,18,0,1,canonical_smiles,True,0,0,1,1
smiles:ClCCCCCl,ClCCCCCl,KJDRSWPQXHESDQ-UHFFFAOYSA-N,"1,4-二氯丁烷",C4H8Cl2,C(CCCl)CCl,Binary only,90,90,0,2,canonical_smiles,True,0,0,1,1
smiles:ClCCCl,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-二氯乙烷",C2H4Cl2,C(CCl)Cl,Binary only,114,114,0,6,canonical_smiles,True,0,0,1,1
smiles:Cl[SiH2]Cl,Cl[SiH2]Cl,MROCJMGDEKINLD-UHFFFAOYSA-N,二氯氢硅,Cl2H2Si,[SiH2](Cl)Cl,Binary only,58,58,0,2,canonical_smiles,True,0,0,1,1
smiles:Cl[SiH](Cl)Cl,Cl[SiH](Cl)Cl,ZDHXKXAHOVTTAH-UHFFFAOYSA-N,三氯氢硅,Cl3HSi,[SiH](Cl)(Cl)Cl,Binary only,79,79,0,2,canonical_smiles,True,0,0,1,1
smiles:Cl[Si](Cl)(Cl)Cl,Cl[Si](Cl)(Cl)Cl,FDNAPBUWERUEDA-UHFFFAOYSA-N,四氯化硅,Cl4Si,[Si](Cl)(Cl)(Cl)Cl,Binary only,57,57,0,2,canonical_smiles,True,0,0,1,1
smiles:Clc1ccccc1,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,氯苯,C6H5Cl,C1=CC=C(C=C1)Cl,Binary only,28,28,0,2,canonical_smiles,True,0,0,1,1
smiles:F/C=C/C(F)(F)F,F/C=C/C(F)(F)F,CDOOAUSHHFGWSA-OWOJBTEDSA-N,"反式-1,3,3,3-四氟丙烯",C3H2F4,C(=C/F)\C(F)(F)F,Binary only,306,306,0,5,canonical_smiles,True,0,0,1,1
smiles:FC(C(F)(F)F)C(F)(F)F,FC(C(F)(F)F)C(F)(F)F,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-七氟丙烷",C3HF7,C(C(F)(F)F)(C(F)(F)F)F,Binary only,203,203,0,4,canonical_smiles,True,0,0,1,1
smiles:FC(Cl)C(F)(F)F,FC(Cl)C(F)(F)F,BOUGCJDAQLKBQH-UHFFFAOYSA-N,"2-氯-1,1,1,2-四氟乙烷",C2HClF4,C(C(F)(F)F)(F)Cl,Binary only,22,22,0,1,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)C(Cl)Cl,FC(F)(F)C(Cl)Cl,OHMHBGPWCHTMQE-UHFFFAOYSA-N,"1,1-二氯-2,2,2-三氟乙烷",C2HCl2F3,C(C(F)(F)F)(Cl)Cl,Binary only,18,18,0,1,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,UVWPNDVAQBNQBG-UHFFFAOYSA-N,全氟壬烷,C9F20,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,Binary only,57,57,0,1,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YVBBRRALBYAZBM-UHFFFAOYSA-N,全氟辛烷,C8F18,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,Binary only,136,136,0,3,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,LGUZHRODIJCVOC-UHFFFAOYSA-N,全氟庚烷,C7F16,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,Binary only,32,32,0,1,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZJIJAJXFLBMLCK-UHFFFAOYSA-N,全氟己烷,C6F14,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,Binary only,108,108,0,2,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KAVGMUDTWQVPDF-UHFFFAOYSA-N,全氟丁烷,C4F10,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F,Binary only,298,298,0,5,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)F,QYSGYZVSCZSLHT-UHFFFAOYSA-N,八氟丙烷,C3F8,C(C(F)(F)F)(C(F)(F)F)(F)F,Binary only,20,20,0,1,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)F,WMIYKQLTONQJES-UHFFFAOYSA-N,六氟乙烷,C2F6,C(C(F)(F)F)(F)(F)F,Binary only,304,304,0,7,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)C1(F)OC1(F)F,FC(F)(F)C1(F)OC1(F)F,PGFXOWRDDHCDTE-UHFFFAOYSA-N,"2,2,3-三氟-3-(三氟甲基)环氧乙烷",C3F6O,C1(C(O1)(F)F)(C(F)(F)F)F,Binary only,197,197,0,4,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)F,FC(F)(F)F,TXEYQDLBPFQVAA-UHFFFAOYSA-N,四氟甲烷,CF4,C(F)(F)(F)F,Binary only,85,85,0,3,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)I,FC(F)(F)I,VPAYJEUHKVESSD-UHFFFAOYSA-N,三氟碘甲烷,CF3I,C(F)(F)(F)I,Binary only,223,223,0,6,canonical_smiles,True,0,0,1,1
smiles:FC(F)(F)c1ccccc1,FC(F)(F)c1ccccc1,GETTZEONDQJALK-UHFFFAOYSA-N,三氟甲苯,C7H5F3,C1=CC=C(C=C1)C(F)(F)F,Binary only,41,41,0,3,canonical_smiles,True,0,0,1,1
smiles:FC(F)=C(F)C(F)(F)F,FC(F)=C(F)C(F)(F)F,HCDGVLDPFQMKDK-UHFFFAOYSA-N,六氟丙烯,C3F6,C(=C(F)F)(C(F)(F)F)F,Binary only,267,267,0,6,canonical_smiles,True,0,0,1,1
smiles:FC(F)C(F)(F)F,FC(F)C(F)(F)F,GTLACDSXYULKMZ-UHFFFAOYSA-N,五氟乙烷,C2HF5,C(C(F)(F)F)(F)F,Shared,334,290,44,8,canonical_smiles,True,0,0,1,1
smiles:FC(F)C(F)F,FC(F)C(F)F,WXGNWUVNYMJENI-UHFFFAOYSA-N,"1,1,2,2-四氟乙烷",C2H2F4,C(C(F)F)(F)F,Binary only,263,263,0,6,canonical_smiles,True,0,0,1,1
smiles:FC(F)CC(F)(F)F,FC(F)CC(F)(F)F,MSSNHSVIGIHOJA-UHFFFAOYSA-N,"1,1,1,3,3-五氟丙烷",C3H3F5,C(C(F)F)C(F)(F)F,Binary only,106,106,0,2,canonical_smiles,True,0,0,1,1
smiles:FC(F)Cl,FC(F)Cl,VOPWNXZWBYDODV-UHFFFAOYSA-N,氯二氟甲烷,CHClF2,C(F)(F)Cl,Binary only,98,98,0,2,canonical_smiles,True,0,0,1,1
smiles:FC(F)F,FC(F)F,XPDWGBQVDMORPB-UHFFFAOYSA-N,三氟甲烷,CHF3,C(F)(F)F,Binary only,529,529,0,9,canonical_smiles,True,0,0,1,1
smiles:FCC(F)(F)F,FCC(F)(F)F,LVGUZGTVOIAKKC-UHFFFAOYSA-N,"1,1,1,2-四氟乙烷",C2H2F4,C(C(F)(F)F)F,Shared,634,590,44,10,canonical_smiles,True,0,0,1,1
smiles:FCF,FCF,RWRIWBAIICGTTQ-UHFFFAOYSA-N,二氟甲烷,CH2F2,C(F)F,Shared,713,649,64,9,canonical_smiles,True,0,0,1,1
smiles:Fc1ccccc1,Fc1ccccc1,PYLWMHQQBFSUBP-UHFFFAOYSA-N,氟苯,C6H5F,C1=CC=C(C=C1)F,Binary only,12,12,0,1,canonical_smiles,True,0,0,1,1
smiles:N,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N,氨,H3N,N,Binary only,176,176,0,3,canonical_smiles,True,0,0,1,1
smiles:N#N,N#N,IJGRMHOSHXDMSA-UHFFFAOYSA-N,氮气,N2,N#N,Binary only,425,425,0,9,canonical_smiles,True,0,0,1,1
smiles:NC1CCCCC1,NC1CCCCC1,PAFZNILMFXTMIY-UHFFFAOYSA-N,环己胺,C6H13N,C1CCC(CC1)N,Shared,133,69,64,6,canonical_smiles,True,0,0,1,1
smiles:Nc1ccccc1,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,苯胺,C6H7N,C1=CC=C(C=C1)N,Shared,113,56,57,6,canonical_smiles,True,0,0,1,1
smiles:O,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,水,H2O,O,Shared,2715,1133,1582,67,canonical_smiles;name_formula_linked_to_smiles,True,1582,0,1,1
smiles:O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,RMLFHPWPTXWZNJ-UHFFFAOYSA-N,十二氟-2-甲基戊烷-3-酮,C6F12O,C(=O)(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(F)F,Binary only,26,26,0,1,canonical_smiles,True,0,0,1,1
smiles:O=C(O)C(Cl)Cl,O=C(O)C(Cl)Cl,JXTHNDFMNIQAHM-UHFFFAOYSA-N,二氯乙酸,C2H2Cl2O2,C(C(=O)O)(Cl)Cl,Shared,114,60,54,3,canonical_smiles,True,0,0,1,1
smiles:O=C(O)C(F)(F)F,O=C(O)C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-N,三氟乙酸,C2HF3O2,C(=O)(C(F)(F)F)O,Binary only,31,31,0,1,canonical_smiles,True,0,0,1,1
smiles:O=C(O)CCl,O=C(O)CCl,FOCAUTSVDIKZOP-UHFFFAOYSA-N,氯乙酸,C2H3ClO2,C(C(=O)O)Cl,Shared,120,66,54,3,canonical_smiles,True,0,0,1,1
smiles:O=C1CCCC1,O=C1CCCC1,BGTOWKSIORTVQH-UHFFFAOYSA-N,环戊酮,C5H8O,C1CCC(=O)C1,Binary only,54,54,0,1,canonical_smiles,True,0,0,1,1
smiles:O=C1CCCCC1,O=C1CCCCC1,JHIVVAPYMSGYDF-UHFFFAOYSA-N,环己酮,C6H10O,C1CCC(=O)CC1,Binary only,112,112,0,3,canonical_smiles,True,0,0,1,1
smiles:O=C1OC(=O)c2cc(Cl)ccc21,O=C1OC(=O)c2cc(Cl)ccc21,BTTRMCQEPDPCPA-UHFFFAOYSA-N,4-氯邻苯二甲酸酐,C8H3ClO3,C1=CC2=C(C=C1Cl)C(=O)OC2=O,Binary only,44,44,0,1,canonical_smiles,True,0,0,1,1
smiles:O=C1OC(=O)c2cc(F)ccc21,O=C1OC(=O)c2cc(F)ccc21,XVMKZAAFVWXIII-UHFFFAOYSA-N,"5-氟-1,3-异苯并呋喃二酮",C8H3FO3,C1=CC2=C(C=C1F)C(=O)OC2=O,Binary only,44,44,0,1,canonical_smiles,True,0,0,1,1
smiles:O=C=O,O=C=O,CURLTUGMZLYLDI-UHFFFAOYSA-N,二氧化碳,CO2,C(=O)=O,Shared,2628,2495,133,64,canonical_smiles,True,0,0,1,1
smiles:O=CN1CCOCC1,O=CN1CCOCC1,LCEDQNDDFOCWGG-UHFFFAOYSA-N,N-甲酰吗啉,C5H9NO2,C1COCCN1C=O,Binary only,65,65,0,4,canonical_smiles,True,0,0,1,1
smiles:O=Cc1ccccc1,O=Cc1ccccc1,HUMNYLRZRPPJDN-UHFFFAOYSA-N,苯甲醛,C7H6O,C1=CC=C(C=C1)C=O,Binary only,42,42,0,1,canonical_smiles,True,0,0,1,1
smiles:O=Cc1ccco1,O=Cc1ccco1,HYBBIBNJHNGZAN-UHFFFAOYSA-N,糠醛,C5H4O2,C1=COC(=C1)C=O,Binary only,110,110,0,6,canonical_smiles,True,0,0,1,1
smiles:O=O,O=O,MYMOFIZGZYHOMD-UHFFFAOYSA-N,氧气,O2,O=O,Shared,155,106,49,5,canonical_smiles,True,0,0,1,1
smiles:O=S1(=O)CCCC1,O=S1(=O)CCCC1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,环丁砜,C4H8O2S,C1CCS(=O)(=O)C1,Binary only,33,33,0,3,canonical_smiles,True,0,0,1,1
smiles:O=S=O,O=S=O,RAHZWNYVWXNFOC-UHFFFAOYSA-N,二氧化硫,O2S,O=S=O,Shared,132,101,31,4,canonical_smiles,True,0,0,1,1
smiles:O=[N+]([O-])c1ccc(Cl)c(Cl)c1,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,NTBYINQTYWZXLH-UHFFFAOYSA-N,"3,4-二氯-1-硝基苯",C6H3Cl2NO2,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,Binary only,45,45,0,1,canonical_smiles,True,0,0,1,1
smiles:O=[N+]([O-])c1cccc(Cl)c1Cl,O=[N+]([O-])c1cccc(Cl)c1Cl,CMVQZRLQEOAYSW-UHFFFAOYSA-N,"1,2-二氯-3-硝基苯",C6H3Cl2NO2,C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-],Binary only,45,45,0,1,canonical_smiles,True,0,0,1,1
smiles:O=[N+]([O-])c1ccccc1,O=[N+]([O-])c1ccccc1,LQNUZADURLCDLV-UHFFFAOYSA-N,硝基苯,C6H5NO2,C1=CC=C(C=C1)[N+](=O)[O-],Binary only,16,16,0,1,canonical_smiles,True,0,0,1,1
smiles:OC1CCCCC1,OC1CCCCC1,HPXRVTGHNJAIIH-UHFFFAOYSA-N,环己醇,C6H12O,C1CCC(CC1)O,Binary only,40,40,0,1,canonical_smiles,True,0,0,1,1
smiles:OCC(F)(F)C(F)(F)C(F)(F)C(F)F,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,JUGSKHLZINSXPQ-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5-八氟-1-戊醇",C5H4F8O,C(C(C(C(C(F)F)(F)F)(F)F)(F)F)O,Binary only,36,36,0,2,canonical_smiles,True,0,0,1,1
smiles:OCC(F)(F)C(F)F,OCC(F)(F)C(F)F,NBUKAOOFKZFCGD-UHFFFAOYSA-N,"2,2,3,3-四氟-1-丙醇",C3H4F4O,C(C(C(F)F)(F)F)O,Binary only,120,120,0,7,canonical_smiles,True,0,0,1,1
smiles:OCCCO,OCCCO,YPFDHNVEDLHUCE-UHFFFAOYSA-N,"1,3-丙二醇",C3H8O2,C(CO)CO,Shared,94,55,39,4,canonical_smiles,True,0,0,1,1
smiles:OCCN1CCCC1,OCCN1CCCC1,XBRDBODLCHKXHI-UHFFFAOYSA-N,1-(2-羟乙基)吡咯烷,C6H13NO,C1CCN(C1)CCO,Binary only,36,36,0,1,canonical_smiles,True,0,0,1,1
smiles:OCCNCCO,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,二乙醇胺,C4H11NO2,C(CO)NCCO,Binary only,30,30,0,2,canonical_smiles,True,0,0,1,1
smiles:OCCO,OCCO,LYCAIKOWRPUZTN-UHFFFAOYSA-N,乙二醇,C2H6O2,C(CO)O,Shared,137,60,77,6,canonical_smiles,True,0,0,1,1
smiles:OCCOCCOCCO,OCCOCCOCCO,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,三甘醇,C6H14O4,C(COCCOCCO)O,Binary only,60,60,0,1,canonical_smiles,True,0,0,1,1
smiles:OCc1ccco1,OCc1ccco1,XPFVYQJUAUNWIW-UHFFFAOYSA-N,糠醇,C5H6O2,C1=COC(=C1)CO,Binary only,60,60,0,2,canonical_smiles,True,0,0,1,1
smiles:S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,硫化氢,H2S,S,Shared,59,35,24,2,canonical_smiles;name_formula_linked_to_smiles,True,24,0,1,1
smiles:[Ar],[Ar],XKRFYHLGVUSROY-UHFFFAOYSA-N,氩气,Ar,[Ar],Shared,172,154,18,3,canonical_smiles,True,0,0,1,1
smiles:[Bi],[Bi],JCXGWMGPZLAOME-UHFFFAOYSA-N,铋,Bi,[Bi],Shared,20,9,11,2,canonical_smiles,True,0,0,1,1
smiles:[C-]#[O+],[C-]#[O+],UGFAIRIUMAVXCW-UHFFFAOYSA-N,一氧化碳,CO,[C-]#[O+],Binary only,229,229,0,3,canonical_smiles,True,0,0,1,1
smiles:[Cu],[Cu],RYGMFSIKBFXOCR-UHFFFAOYSA-N,铜,Cu,[Cu],Shared,20,9,11,2,canonical_smiles,True,0,0,1,1
smiles:[N]=O,[N]=O,MWUXSHHQAYIFBG-UHFFFAOYSA-N,一氧化氮,NO,[N]=O,Binary only,32,32,0,1,canonical_smiles,True,0,0,1,1
smiles:[Sb],[Sb],WATWJIUSRGPENY-UHFFFAOYSA-N,锑,Sb,[Sb],Shared,16,5,11,2,canonical_smiles,True,0,0,1,1
smiles:[Sn],[Sn],ATJFFYVFTNAWJD-UHFFFAOYSA-N,锡,Sn,[Sn],Binary only,5,5,0,1,canonical_smiles,True,0,0,1,1
smiles:[Xe],[Xe],FHNFHKCVQCLJFQ-UHFFFAOYSA-N,氙气,Xe,[Xe],Binary only,10,10,0,1,canonical_smiles,True,0,0,1,1
